START_TIME,STOP_TIME,GROUP0,GROUP1,ANNOTATION_LABELS,ACTIVITY,POSTURE,ACTIVITY_GROUP,SEDENTARY_AMBULATION_CYCLING
2015-10-16 10:53:32.800,2015-10-16 10:53:45.600,SPADES_3,alvin,reclining sitting telling story,Sitting and talking,Sitting,Sitting,Sedentary
2015-10-16 10:53:45.600,2015-10-16 10:53:58.400,SPADES_3,alvin,reclining sitting standing telling story typing web browsing,Transition,Transition,Transition,Transition
2015-10-16 10:53:58.400,2015-10-16 10:54:11.200,SPADES_3,alvin,arms on desk standing typing web browsing,Standing and typing on a keyboard,Upright,Standing,Others
2015-10-16 10:54:11.200,2015-10-16 10:54:24.000,SPADES_3,alvin,arms on desk standing typing web browsing,Standing and typing on a keyboard,Upright,Standing,Others
2015-10-16 10:54:24.000,2015-10-16 10:54:36.800,SPADES_3,alvin,arms on desk standing typing web browsing,Standing and typing on a keyboard,Upright,Standing,Others
2015-10-16 10:54:36.800,2015-10-16 10:54:49.600,SPADES_3,alvin,arms on desk standing typing web browsing,Standing and typing on a keyboard,Upright,Standing,Others
2015-10-16 10:54:49.600,2015-10-16 10:55:02.400,SPADES_3,alvin,arms on desk standing typing web browsing,Standing and typing on a keyboard,Upright,Standing,Others
2015-10-16 10:55:02.400,2015-10-16 10:55:15.200,SPADES_3,alvin,arms on desk standing typing web browsing,Standing and typing on a keyboard,Upright,Standing,Others
2015-10-16 10:55:15.200,2015-10-16 10:55:28.000,SPADES_3,alvin,arms on desk standing typing web browsing,Transition,Transition,Transition,Transition
2015-10-16 10:55:28.000,2015-10-16 10:55:40.800,SPADES_3,alvin,arms on desk standing telling story writing,Transition,Transition,Transition,Transition
2015-10-16 10:55:40.800,2015-10-16 10:55:53.600,SPADES_3,alvin,arms on desk standing telling story writing,Standing and writing at a table,Upright,Standing,Others
2015-10-16 10:55:53.600,2015-10-16 10:56:06.400,SPADES_3,alvin,arms on desk standing telling story writing,Standing and writing at a table,Upright,Standing,Others
2015-10-16 10:56:06.400,2015-10-16 10:56:19.200,SPADES_3,alvin,arms on desk standing telling story writing,Standing and writing at a table,Upright,Standing,Others
2015-10-16 10:56:19.200,2015-10-16 10:56:32.000,SPADES_3,alvin,arms on desk standing telling story writing,Standing and writing at a table,Upright,Standing,Others
2015-10-16 10:56:32.000,2015-10-16 10:56:44.800,SPADES_3,alvin,arms on desk standing telling story writing,Standing and writing at a table,Upright,Standing,Others
2015-10-16 10:56:44.800,2015-10-16 10:56:57.600,SPADES_3,alvin,arms on desk standing telling story writing,Standing and writing at a table,Upright,Standing,Others
2015-10-16 10:56:57.600,2015-10-16 10:57:10.400,SPADES_3,alvin,arms on desk standing telling story writing,Transition,Transition,Transition,Transition
2015-10-16 10:58:01.600,2015-10-16 10:58:14.400,SPADES_3,alvin,standing telling story,Transition,Transition,Transition,Transition
2015-10-16 10:58:14.400,2015-10-16 10:58:27.200,SPADES_3,alvin,standing telling story,Transition,Transition,Transition,Transition
2015-10-16 10:58:27.200,2015-10-16 10:58:40.000,SPADES_3,alvin,down elevator standing,Transition,Transition,Transition,Transition
2015-10-16 10:58:40.000,2015-10-16 10:58:52.800,SPADES_3,alvin,down elevator standing walking,Transition,Transition,Transition,Transition
2015-10-16 10:58:52.800,2015-10-16 10:59:05.600,SPADES_3,alvin,outdoors walking,Transition,Transition,Transition,Transition
2015-10-16 10:59:05.600,2015-10-16 10:59:18.400,SPADES_3,alvin,outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 10:59:18.400,2015-10-16 10:59:31.200,SPADES_3,alvin,outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 10:59:31.200,2015-10-16 10:59:44.000,SPADES_3,alvin,outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 10:59:44.000,2015-10-16 10:59:56.800,SPADES_3,alvin,outdoors telling story walking,Transition,Transition,Transition,Transition
2015-10-16 10:59:56.800,2015-10-16 11:00:09.600,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:00:09.600,2015-10-16 11:00:22.400,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:00:22.400,2015-10-16 11:00:35.200,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:00:35.200,2015-10-16 11:00:48.000,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:00:48.000,2015-10-16 11:01:00.800,SPADES_3,alvin,escalator outdoors telling story walking,Transition,Transition,Transition,Transition
2015-10-16 11:01:00.800,2015-10-16 11:01:13.600,SPADES_3,alvin,escalator standing telling story up walking,Transition,Transition,Transition,Transition
2015-10-16 11:01:13.600,2015-10-16 11:01:26.400,SPADES_3,alvin,escalator standing telling story up walking,Transition,Transition,Transition,Transition
2015-10-16 11:01:26.400,2015-10-16 11:01:39.200,SPADES_3,alvin,down stairs walking,Transition,Transition,Transition,Transition
2015-10-16 11:01:39.200,2015-10-16 11:01:52.000,SPADES_3,alvin,down stairs up walking,Transition,Transition,Transition,Transition
2015-10-16 11:01:52.000,2015-10-16 11:02:04.800,SPADES_3,alvin,stairs up walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:02:04.800,2015-10-16 11:02:17.600,SPADES_3,alvin,stairs up walking,Transition,Transition,Transition,Transition
2015-10-16 11:02:17.600,2015-10-16 11:02:30.400,SPADES_3,alvin,standing walking,Transition,Transition,Transition,Transition
2015-10-16 11:02:30.400,2015-10-16 11:02:43.200,SPADES_3,alvin,standing,Self-selected free standing,Upright,Standing,Others
2015-10-16 11:02:43.200,2015-10-16 11:02:56.000,SPADES_3,alvin,standing,Self-selected free standing,Upright,Standing,Others
2015-10-16 11:02:56.000,2015-10-16 11:03:08.800,SPADES_3,alvin,standing,Self-selected free standing,Upright,Standing,Others
2015-10-16 11:03:08.800,2015-10-16 11:03:21.600,SPADES_3,alvin,standing walking,Transition,Transition,Transition,Transition
2015-10-16 11:03:21.600,2015-10-16 11:03:34.400,SPADES_3,alvin,walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:03:34.400,2015-10-16 11:03:47.200,SPADES_3,alvin,stairs walking,Transition,Transition,Transition,Transition
2015-10-16 11:03:47.200,2015-10-16 11:04:00.000,SPADES_3,alvin,stairs up walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:04:00.000,2015-10-16 11:04:12.800,SPADES_3,alvin,stairs standing up walking,Transition,Transition,Transition,Transition
2015-10-16 11:04:12.800,2015-10-16 11:04:25.600,SPADES_3,alvin,mbta standing stop light,Transition,Transition,Transition,Transition
2015-10-16 11:04:25.600,2015-10-16 11:04:38.400,SPADES_3,alvin,standing stop light waiting,Transition,Transition,Transition,Transition
2015-10-16 11:04:38.400,2015-10-16 11:04:51.200,SPADES_3,alvin,standing stop light waiting,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:04:51.200,2015-10-16 11:05:04.000,SPADES_3,alvin,standing stop light waiting,Transition,Transition,Transition,Transition
2015-10-16 11:05:04.000,2015-10-16 11:05:16.800,SPADES_3,alvin,mbta,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:05:16.800,2015-10-16 11:05:29.600,SPADES_3,alvin,dominant hand mbta standing,Transition,Transition,Transition,Transition
2015-10-16 11:05:29.600,2015-10-16 11:05:42.400,SPADES_3,alvin,dominant hand mbta standing,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:05:42.400,2015-10-16 11:05:55.200,SPADES_3,alvin,dominant hand mbta standing,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:05:55.200,2015-10-16 11:06:08.000,SPADES_3,alvin,dominant hand mbta standing,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:06:08.000,2015-10-16 11:06:20.800,SPADES_3,alvin,dominant hand mbta standing telling story,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:06:20.800,2015-10-16 11:06:33.600,SPADES_3,alvin,dominant hand mbta standing telling story,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:06:33.600,2015-10-16 11:06:46.400,SPADES_3,alvin,dominant hand mbta standing telling story walking,Transition,Transition,Transition,Transition
2015-10-16 11:06:46.400,2015-10-16 11:06:59.200,SPADES_3,alvin,telling story walking,Transition,Transition,Transition,Transition
2015-10-16 11:06:59.200,2015-10-16 11:07:12.000,SPADES_3,alvin,telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:07:12.000,2015-10-16 11:07:24.800,SPADES_3,alvin,stairs telling story up walking,Transition,Transition,Transition,Transition
2015-10-16 11:07:24.800,2015-10-16 11:07:37.600,SPADES_3,alvin,stairs telling story up walking,Transition,Transition,Transition,Transition
2015-10-16 11:07:37.600,2015-10-16 11:07:50.400,SPADES_3,alvin,down stairs telling story walking,Transition,Transition,Transition,Transition
2015-10-16 11:07:50.400,2015-10-16 11:08:03.200,SPADES_3,alvin,down outdoors stairs telling story walking,Transition,Transition,Transition,Transition
2015-10-16 11:08:03.200,2015-10-16 11:08:16.000,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:08:16.000,2015-10-16 11:08:28.800,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:08:28.800,2015-10-16 11:08:41.600,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:08:41.600,2015-10-16 11:08:54.400,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:08:54.400,2015-10-16 11:09:07.200,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:09:07.200,2015-10-16 11:09:20.000,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:09:20.000,2015-10-16 11:09:32.800,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:09:32.800,2015-10-16 11:09:45.600,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:09:45.600,2015-10-16 11:09:58.400,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:09:58.400,2015-10-16 11:10:11.200,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:10:11.200,2015-10-16 11:10:24.000,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:10:24.000,2015-10-16 11:10:36.800,SPADES_3,alvin,outdoors standing telling story walking,Transition,Transition,Transition,Transition
2015-10-16 11:10:36.800,2015-10-16 11:10:49.600,SPADES_3,alvin,outdoors standing telling story texting,Transition,Transition,Transition,Transition
2015-10-16 11:10:49.600,2015-10-16 11:11:02.400,SPADES_3,alvin,outdoors standing telling story texting,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:11:02.400,2015-10-16 11:11:15.200,SPADES_3,alvin,outdoors standing telling story texting walking,Transition,Transition,Transition,Transition
2015-10-16 11:11:15.200,2015-10-16 11:11:28.000,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:11:28.000,2015-10-16 11:11:40.800,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:11:40.800,2015-10-16 11:11:53.600,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:11:53.600,2015-10-16 11:12:06.400,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:12:06.400,2015-10-16 11:12:19.200,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:12:19.200,2015-10-16 11:12:32.000,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:12:32.000,2015-10-16 11:12:44.800,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:12:44.800,2015-10-16 11:12:57.600,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:12:57.600,2015-10-16 11:13:10.400,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:13:10.400,2015-10-16 11:13:23.200,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:13:23.200,2015-10-16 11:13:36.000,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:13:36.000,2015-10-16 11:13:48.800,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:13:48.800,2015-10-16 11:14:01.600,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:14:01.600,2015-10-16 11:14:14.400,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:14:14.400,2015-10-16 11:14:27.200,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:14:27.200,2015-10-16 11:14:40.000,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:14:40.000,2015-10-16 11:14:52.800,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:14:52.800,2015-10-16 11:15:05.600,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:15:05.600,2015-10-16 11:15:18.400,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:15:18.400,2015-10-16 11:15:31.200,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:15:31.200,2015-10-16 11:15:44.000,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:15:44.000,2015-10-16 11:15:56.800,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:15:56.800,2015-10-16 11:16:09.600,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:16:09.600,2015-10-16 11:16:22.400,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:16:22.400,2015-10-16 11:16:35.200,SPADES_3,alvin,outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:16:35.200,2015-10-16 11:16:48.000,SPADES_3,alvin,telling story walking,Transition,Transition,Transition,Transition
2015-10-16 11:16:48.000,2015-10-16 11:17:00.800,SPADES_3,alvin,elevator standing telling story up,Transition,Transition,Transition,Transition
2015-10-16 11:17:00.800,2015-10-16 11:17:13.600,SPADES_3,alvin,elevator standing telling story up,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:17:13.600,2015-10-16 11:17:26.400,SPADES_3,alvin,elevator standing telling story up,Transition,Transition,Transition,Transition
2015-10-16 11:17:39.200,2015-10-16 11:17:52.000,SPADES_3,alvin,standing upper body movement,Transition,Transition,Transition,Transition
2015-10-16 11:17:52.000,2015-10-16 11:18:04.800,SPADES_3,alvin,shelf unload standing upper body movement,Transition,Transition,Transition,Transition
2015-10-16 11:18:04.800,2015-10-16 11:18:17.600,SPADES_3,alvin,shelf unload standing upper body movement,Standing loading/unloading shelf,Upright,Standing,Others
2015-10-16 11:18:17.600,2015-10-16 11:18:30.400,SPADES_3,alvin,shelf reload shelf unload standing upper body movement,Transition,Transition,Transition,Transition
2015-10-16 11:18:30.400,2015-10-16 11:18:43.200,SPADES_3,alvin,shelf reload standing upper body movement,Standing loading/unloading shelf,Upright,Standing,Others
2015-10-16 11:18:43.200,2015-10-16 11:18:56.000,SPADES_3,alvin,shelf reload standing texting upper body movement,Transition,Transition,Transition,Transition
2015-10-16 11:20:25.600,2015-10-16 11:20:38.400,SPADES_3,alvin,down elevator standing,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:20:38.400,2015-10-16 11:20:51.200,SPADES_3,alvin,down elevator standing,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:20:51.200,2015-10-16 11:21:04.000,SPADES_3,alvin,walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:21:04.000,2015-10-16 11:21:16.800,SPADES_3,alvin,biking outdoors walking,Transition,Transition,Transition,Transition
2015-10-16 11:21:16.800,2015-10-16 11:21:29.600,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:21:29.600,2015-10-16 11:21:42.400,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:21:42.400,2015-10-16 11:21:55.200,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:21:55.200,2015-10-16 11:22:08.000,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:22:08.000,2015-10-16 11:22:20.800,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:22:20.800,2015-10-16 11:22:33.600,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:22:33.600,2015-10-16 11:22:46.400,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:22:46.400,2015-10-16 11:22:59.200,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:22:59.200,2015-10-16 11:23:12.000,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:23:12.000,2015-10-16 11:23:24.800,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:23:24.800,2015-10-16 11:23:37.600,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:23:37.600,2015-10-16 11:23:50.400,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:23:50.400,2015-10-16 11:24:03.200,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:24:03.200,2015-10-16 11:24:16.000,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:24:16.000,2015-10-16 11:24:28.800,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:24:28.800,2015-10-16 11:24:41.600,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:24:41.600,2015-10-16 11:24:54.400,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:24:54.400,2015-10-16 11:25:07.200,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:25:07.200,2015-10-16 11:25:20.000,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:25:20.000,2015-10-16 11:25:32.800,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:25:32.800,2015-10-16 11:25:45.600,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:25:45.600,2015-10-16 11:25:58.400,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:25:58.400,2015-10-16 11:26:11.200,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:26:11.200,2015-10-16 11:26:24.000,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:26:24.000,2015-10-16 11:26:36.800,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:26:36.800,2015-10-16 11:26:49.600,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:26:49.600,2015-10-16 11:27:02.400,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:27:02.400,2015-10-16 11:27:15.200,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:27:15.200,2015-10-16 11:27:28.000,SPADES_3,alvin,biking outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:27:28.000,2015-10-16 11:27:40.800,SPADES_3,alvin,frisbee,Transition,Transition,Transition,Transition
2015-10-16 11:27:40.800,2015-10-16 11:27:53.600,SPADES_3,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:27:53.600,2015-10-16 11:28:06.400,SPADES_3,alvin,city frisbee jog/running other outdoors,Transition,Transition,Transition,Transition
2015-10-16 11:28:19.200,2015-10-16 11:28:32.000,SPADES_3,alvin,frisbee outdoors,Transition,Transition,Transition,Transition
2015-10-16 11:28:32.000,2015-10-16 11:28:44.800,SPADES_3,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:28:44.800,2015-10-16 11:28:57.600,SPADES_3,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:28:57.600,2015-10-16 11:29:10.400,SPADES_3,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:29:10.400,2015-10-16 11:29:23.200,SPADES_3,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:29:23.200,2015-10-16 11:29:36.000,SPADES_3,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:29:36.000,2015-10-16 11:29:48.800,SPADES_3,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:29:48.800,2015-10-16 11:30:01.600,SPADES_3,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:30:01.600,2015-10-16 11:30:14.400,SPADES_3,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:30:14.400,2015-10-16 11:30:27.200,SPADES_3,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:30:27.200,2015-10-16 11:30:40.000,SPADES_3,alvin,frisbee outdoors,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:30:40.000,2015-10-16 11:30:52.800,SPADES_3,alvin,frisbee outdoors,Transition,Transition,Transition,Transition
2015-10-16 11:30:52.800,2015-10-16 11:31:05.600,SPADES_3,alvin,outdoors walking,Transition,Transition,Transition,Transition
2015-10-16 11:31:05.600,2015-10-16 11:31:18.400,SPADES_3,alvin,outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:31:18.400,2015-10-16 11:31:31.200,SPADES_3,alvin,outdoors telling story walking,Transition,Transition,Transition,Transition
2015-10-16 11:31:31.200,2015-10-16 11:31:44.000,SPADES_3,alvin,standing telling story walking,Transition,Transition,Transition,Transition
2015-10-16 11:31:44.000,2015-10-16 11:31:56.800,SPADES_3,alvin,standing upper body movement vending machine,Transition,Transition,Transition,Transition
2015-10-16 11:31:56.800,2015-10-16 11:32:09.600,SPADES_3,alvin,lower body movement standing upper body movement vending machine,Transition,Transition,Transition,Transition
2015-10-16 11:33:39.200,2015-10-16 11:33:52.000,SPADES_3,alvin,phone talking stairs up walking,Transition,Transition,Transition,Transition
2015-10-16 11:33:52.000,2015-10-16 11:34:04.800,SPADES_3,alvin,phone talking stairs up walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:34:04.800,2015-10-16 11:34:17.600,SPADES_3,alvin,phone talking stairs up walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:34:17.600,2015-10-16 11:34:30.400,SPADES_3,alvin,phone talking stairs up walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:34:30.400,2015-10-16 11:34:43.200,SPADES_3,alvin,phone talking stairs up walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:34:43.200,2015-10-16 11:34:56.000,SPADES_3,alvin,phone talking stairs up walking,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:34:56.000,2015-10-16 11:35:08.800,SPADES_3,alvin,phone talking stairs up walking,Transition,Transition,Transition,Transition
2015-10-16 11:36:38.400,2015-10-16 11:36:51.200,SPADES_3,alvin,lying,Transition,Transition,Transition,Transition
2015-10-16 11:36:51.200,2015-10-16 11:37:04.000,SPADES_3,alvin,lying,Lying on the back,Lying,Lying,Sedentary
2015-10-16 11:37:04.000,2015-10-16 11:37:16.800,SPADES_3,alvin,lying telling story,Transition,Transition,Transition,Transition
2015-10-16 11:37:16.800,2015-10-16 11:37:29.600,SPADES_3,alvin,lying telling story,Lying on the back,Lying,Lying,Sedentary
2015-10-16 11:37:29.600,2015-10-16 11:37:42.400,SPADES_3,alvin,lying sitting telling story,Transition,Transition,Transition,Transition
2015-10-16 11:37:42.400,2015-10-16 11:37:55.200,SPADES_3,alvin,reclining sitting telling story,Transition,Transition,Transition,Transition
2015-10-16 11:37:55.200,2015-10-16 11:38:08.000,SPADES_3,alvin,reclining sitting telling story,Sitting and talking,Sitting,Sitting,Sedentary
2015-10-16 11:38:08.000,2015-10-16 11:38:20.800,SPADES_3,alvin,reclining sitting telling story,Sitting and talking,Sitting,Sitting,Sedentary
2015-10-16 11:38:20.800,2015-10-16 11:38:33.600,SPADES_3,alvin,reclining sitting telling story,Sitting and talking,Sitting,Sitting,Sedentary
2015-10-16 11:38:33.600,2015-10-16 11:38:46.400,SPADES_3,alvin,reclining sitting telling story,Sitting and talking,Sitting,Sitting,Sedentary
2015-10-16 11:38:46.400,2015-10-16 11:38:59.200,SPADES_3,alvin,reclining sitting telling story,Sitting and talking,Sitting,Sitting,Sedentary
2015-10-16 11:38:59.200,2015-10-16 11:39:12.000,SPADES_3,alvin,reclining sitting telling story,Sitting and talking,Sitting,Sitting,Sedentary
2015-10-16 11:39:12.000,2015-10-16 11:39:24.800,SPADES_3,alvin,reclining sitting telling story,Sitting and talking,Sitting,Sitting,Sedentary
2015-10-16 11:39:24.800,2015-10-16 11:39:37.600,SPADES_3,alvin,reclining sitting telling story texting,Transition,Transition,Transition,Transition
2015-10-16 11:39:37.600,2015-10-16 11:39:50.400,SPADES_3,alvin,reclining texting,Reclining and using phone,Sitting,Sitting,Sedentary
2015-10-16 11:39:50.400,2015-10-16 11:40:03.200,SPADES_3,alvin,reclining texting,Reclining and using phone,Sitting,Sitting,Sedentary
2015-10-16 11:40:03.200,2015-10-16 11:40:16.000,SPADES_3,alvin,reclining texting,Reclining and using phone,Sitting,Sitting,Sedentary
2015-10-16 11:40:16.000,2015-10-16 11:40:28.800,SPADES_3,alvin,reclining texting,Reclining and using phone,Sitting,Sitting,Sedentary
2015-10-16 11:40:28.800,2015-10-16 11:40:41.600,SPADES_3,alvin,reclining texting,Reclining and using phone,Sitting,Sitting,Sedentary
2015-10-16 11:40:41.600,2015-10-16 11:40:54.400,SPADES_3,alvin,reclining texting,Transition,Transition,Transition,Transition
2015-10-16 11:40:54.400,2015-10-16 11:41:07.200,SPADES_3,alvin,reclining,Unknown,Unknown,Unknown,Unknown
2015-10-16 11:41:07.200,2015-10-16 11:41:20.000,SPADES_3,alvin,300 kpm/min biking reclining,Transition,Transition,Transition,Transition
2015-10-16 11:41:20.000,2015-10-16 11:41:32.800,SPADES_3,alvin,300 kpm/min biking,Stationary cycle ergometry,Sitting,Biking,Cycling
2015-10-16 11:41:32.800,2015-10-16 11:41:45.600,SPADES_3,alvin,300 kpm/min biking,Stationary cycle ergometry,Sitting,Biking,Cycling
